Movie Title,Release Year,Genre,Actors,Producers,Directors
Scatter My Ashes at Bergdorf's,1976,Documentary,"[""Jimmy Page"", ""Robert Plant"", ""John Paul Jones"", ""John Bonham"", ""Led Zeppelin""]",[],"[""Joe Massot""]"
Client 9: The Rise and Fall of Eliot Spitzer,2013,Documentary,"[""Vera Wang"", ""Karl Lagerfeld"", ""Marc Jacobs"", ""Ashley Olsen""]",[],"[""Matthew Miele""]"
Shut Up and Play the Hits,2010,Documentary,"[""Eliot Spitzer"", ""Joseph Bruno""]","[""Maiken Baird"", ""Alex Gibney"", ""Jedd Wider"", ""Todd Wider""]","[""Alex Gibney""]"
Hearts of Darkness: A Filmmaker's Apocalypse,2012,Music Feature Films,"[""James Murphy"", ""Chuck Klosterman"", ""LCD Soundsystem"", ""Reggie Watts""]",[],"[""Dylan Southern"", ""Will Lovelace""]"
Talihina Sky: The Story of Kings of Leon,2007,Documentary,"[""Francis Ford Coppola"", ""Eleanor Coppola""]","[""Les Mayfield"", ""George Zaloom""]","[""Eleanor Coppola"", ""Fax Bahr"", ""George Hickenlooper""]"
Living on One Dollar,2011,Documentary,"[""Kings of Leon""]","[""McGrath, Casey""]","[""Mitchell, C. Stephen""]"
The Wrecking Crew!,2013,Documentary,"[""Chris Temple"", ""Zach Ingrasci"", ""Sean Leonard"", ""Ryan Christoffersen"", ""Anthony Solares"", ""Rosa Coj Bocel"", ""Carlos Coj Coj""]","[""Chris Temple"", ""Zach Ingrasci"", ""Sean Leonard"", ""Ryan Christoffersen"", ""David Doss"", ""Jeff Klein"", ""Michael Lang""]","[""Chris Temple"", ""Zach Ingrasci"", ""Sean Leonard"", ""Ryan Christoffersen""]"
Ken Burns: The Central Park Five,2015,Documentary,"[""Brian Wilson"", ""Cher"", ""Dick Clark"", ""Glen Campbell"", ""Lou Adler"", ""Nancy Sinatra""]","[""Chris Hope"", ""Jon Leonoudakis"", ""Mitchell Linden"", ""Claire Scanlon"", ""Damon Tedesco"", ""Suzie Greene Tedesco""]","[""Denny Tedesco""]"
Rich Hill,2012,Documentary,"[""Jim Dwyer""]","[""Sarah Burns"", ""David McMahon"", ""Ken Burns""]",[]
"Woody Allen: A Documentary, Pt. 1",2014,Documentary,"[""Appachey West"", ""Andrew Jewell"", ""Harley Hood""]","[""Tracy Droz Tragos"", ""Andrew Droz Palermo""]","[""Tracy Droz Tragos"", ""Andrew Droz Palermo""]"
Citizen Soldier,2011,Documentary,"[""Woody Allen"", ""Penelope Cruz"", ""Scarlett Johansson"", ""Diane Keaton"", ""Sean Penn"", ""Owen Wilson""]",[],"[""Robert B. Weide""]"
Chicken People,2016,Documentary,"[""Eran Harrill"", ""Jared Colson"", ""Colt Floyd"", ""Tyler Brown""]","[""Eran Harrill"", ""Christian Tureaud"", ""David Salzberg"", ""Bert Bedrosian""]","[""Christian Tureaud"", ""David Salzberg""]"
Baby Driver,2016,Documentary,"[""Brian Caraker"", ""Brian Knox"", ""Shari McCollough""]","[""Nicole Lucas Haimes"", ""Terry Leonard"", ""Caroline Kaplan"", ""Christopher Clements"", ""Julie Goldman"", ""Jayson Dinsmore"", ""Lewis Bogach"", ""John Miller-Monzon""]","[""Nicole Lucas Haimes""]"
Skyfall,2017,Action & Adventure,"[""Ansel Elgort"", ""Kevin Spacey"", ""Lily James"", ""Jon Bernthal"", ""Jon Hamm"", ""Jamie Foxx"", ""Eiza González"", ""Flea"", ""Sky Ferreira"", ""Lanny Joon""]","[""Nira Park"", ""Tim Bevan"", ""Eric Fellner""]","[""Edgar Wright""]"
The Godfather: The Coppola Restoration,2012,Action & Adventure,"[""Daniel Craig"", ""Judi Dench"", ""Javier Bardem"", ""Ralph Fiennes"", ""Naomie Harris"", ""Bérénice Lim Marlohe""]",[],"[""Sam Mendes""]"
The Godfather Part II: The Coppola Restoration,1972,Drama,"[""Marlon Brando"", ""Al Pacino"", ""James Caan"", ""John Cazale"", ""Robert Duvall"", ""Diane Keaton"", ""Sterling Hayden"", ""Richard Conte"", ""Talia Shire"", ""Al Lettieri""]","[""Albert S. Ruddy""]","[""Francis Ford Coppola""]"
The Godfather Part III: The Coppola Restoration,1974,Drama,"[""Al Pacino"", ""Robert Duvall"", ""Diane Keaton"", ""Robert De Niro"", ""John Cazale"", ""Lee Strasberg"", ""Talia Shire"", ""William Bowers"", ""Giuseppe Sillato"", ""James Caan""]","[""Francis Ford Coppola"", ""Gray Frederickson"", ""Fred Roos""]","[""Francis Ford Coppola""]"
The Bourne Legacy,1990,Drama,"[""Al Pacino"", ""Diane Keaton"", ""Talia Shire"", ""Andy Garcia"", ""Eli Wallach"", ""Sofia Coppola"", ""Joe Mantegna"", ""George Hamilton"", ""Bridget Fonda"", ""Raf Vallone""]","[""Fred Fuchs"", ""Nicholas Gage""]","[""Francis Ford Coppola""]"
The Dark Knight Rises,2012,Action & Adventure,"[""Jeremy Renner"", ""Rachel Weisz"", ""Edward Norton"", ""Stacy Keach"", ""Dennis Boutsikaris"", ""Oscar Isaac"", ""Joan Allen"", ""Albert Finney"", ""David Strathairn"", ""Scott Glenn""]","[""Ben Smith"", ""Jeffrey M. Weiner"", ""Patrick Crowley"", ""Frank Marshall""]","[""Tony Gilroy""]"
Jurassic World,2012,Action & Adventure,"[""Christian Bale"", ""Anne Hathaway"", ""Tom Hardy"", ""Marion Cotillard"", ""Joseph Gordon-Levitt"", ""Michael Caine"", ""Gary Oldman"", ""Morgan Freeman""]","[""Emma Thomas"", ""Christopher Nolan"", ""Charles Roven""]","[""Christopher Nolan""]"
Arrival,2015,Action & Adventure,"[""Chris Pratt"", ""Bryce Dallas Howard"", ""Vincent D'Onofrio"", ""Ty Simpkins"", ""Nick Robinson"", ""Omar Sy"", ""B.D. Wong"", ""Irrfan Khan""]","[""Frank Marshall"", ""Patrick Crowley""]","[""Colin Trevorrow""]"
Fifty Shades of Grey,2016,Drama,"[""Amy Adams"", ""Jeremy Renner"", ""Forest Whitaker"", ""Michael Stuhlbarg""]","[""Shawn Levy"", ""Dan Levine"", ""Aaron Ryder"", ""David Linde""]","[""Denis Villeneuve""]"
Gone Girl,2015,Romance,"[""Dakota Johnson"", ""Jamie Dornan"", ""Jennifer Ehle"", ""Eloise Mumford"", ""Victor Rasuk"", ""Luke Grimes"", ""Marcia Gay Harden""]","[""Michael De Luca"", ""E L James"", ""Dana Brunetti""]","[""Sam Taylor-Johnson""]"
Dallas Buyers Club,2014,Drama,"[""Ben Affleck"", ""Rosamund Pike"", ""Neil Patrick Harris"", ""Tyler Perry""]",[],"[""David Fincher""]"
The Accountant (2016),2013,Drama,"[""Matthew McConaughey"", ""Jennifer Garner"", ""Jared Leto"", ""Steve Zahn""]","[""Robbie Brenner"", ""Rachel Winter""]","[""Jean-Marc Vallée""]"
The Intern,2017,Drama,"[""Ben Affleck"", ""Anna Kendrick"", ""J.K. Simmons"", ""Jon Bernthal"", ""Jeffrey Tambor"", ""John Lithgow""]","[""Mark Williams"", ""Lynette Howell Taylor""]","[""Gavin O'Connor""]"
The Twilight Saga: Breaking Dawn - Part 2,2016,Comedy,"[""Robert De Niro"", ""Anne Hathaway"", ""Anders Holm"", ""Rene Russo"", ""Andrew Rannells"", ""Adam DeVine"", ""Celia Weston"", ""Nat Wolff"", ""Linda Lavin"", ""Zack Pearlman"", ""Jason Orley"", ""Christina Scherer""]","[""Nancy Meyers"", ""Suzanne Farwell""]","[""Nancy Meyers""]"
Argo,2012,Romance,"[""Billy Burke"", ""Michael Sheen"", ""Elizabeth Reaser"", ""Robert Pattinson"", ""Nikki Reed"", ""Jackson Rathbone"", ""Peter Facinelli"", ""Taylor Lautner"", ""Ashley Greene"", ""Kristen Stewart"", ""Dakota Fanning""]","[""Wyck Godfrey"", ""Stephenie Meyer"", ""Karen Rosenfelt""]","[""Bill Condon""]"
Sicario,2012,Drama,"[""Ben Affleck"", ""Bryan Cranston"", ""Alan Arkin"", ""John Goodman""]","[""Grant Heslov"", ""George Clooney""]","[""Ben Affleck""]"
Moneyball,2015,Thriller,"[""Emily Blunt"", ""Benicio Del Toro"", ""Josh Brolin"", ""Victor Garber"", ""Jon Bernthal""]","[""Basil Iwanyk""]","[""Denis Villeneuve""]"
American Sniper,2011,Drama,"[""Brad Pitt"", ""Jonah Hill"", ""Philip Seymour Hoffman"", ""Robin Wright""]","[""Michael De Luca"", ""Rachael Horovitz""]","[""Bennett Miller""]"
The Wolf of Wall Street,2014,Drama,"[""Bradley Cooper"", ""Sienna Miller"", ""Jake McDorman"", ""Luke Grimes"", ""Navid Negahban"", ""Keir O'Donnell""]","[""Bradley Cooper"", ""Clint Eastwood"", ""Robert Lorenz"", ""Andrew Lazar"", ""Peter Morgan""]","[""Clint Eastwood""]"
Bridge of Spies,2013,Drama,"[""Leonardo DiCaprio"", ""Jonah Hill"", ""Margot Robbie"", ""Matthew McConaughey"", ""Jon Favreau"", ""Kyle Chandler"", ""Rob Reiner"", ""Jean Dujardin""]","[""Leonardo DiCaprio"", ""Martin Scorsese"", ""Riza Aziz"", ""Joey McFarland"", ""Emma Tillinger Koskoff""]","[""Martin Scorsese""]"
Captain Phillips,2015,Drama,"[""Tom Hanks"", ""Mark Rylance"", ""Scott Shepherd"", ""Amy Ryan"", ""Sebastian Koch"", ""Alan Alda""]","[""Steven Spielberg"", ""Marc Platt"", ""Kristie Macosko Krieger""]","[""Steven Spielberg""]"
The Revenant,2013,Action & Adventure,"[""Tom Hanks"", ""Barkhad Abdi"", ""Barkhad Abdirahman"", ""Faysal Ahmed"", ""Mahat M. Ali"", ""Michael Chernus"", ""Corey Johnson"", ""Max Martini"", ""Chris Mulkey"", ""Yul Vazquez"", ""David Warshofsky"", """", """", """", """"]","[""Scott Rudin"", ""Dana Brunetti"", ""Michael De Luca""]","[""Paul Greengrass""]"
Man of Steel (2013),2015,Drama,"[""Leonardo DiCaprio"", ""Tom Hardy"", ""Domhnall Gleeson"", ""Will Poulter""]",[],"[""Alejandro González Iñárritu""]"
Flight,2013,Action & Adventure,"[""Henry Cavill"", ""Amy Adams"", ""Michael Shannon"", ""Kevin Costner"", ""Diane Lane"", ""Laurence Fishburne"", ""Antje Traue"", ""Ayelet Zurer"", ""Christopher Meloni"", ""Russell Crowe""]","[""Charles Roven"", ""Christopher Nolan"", ""Emma Thomas"", ""Deborah Snyder""]","[""Zack Snyder""]"
Divergent,2012,Drama,"[""Denzel Washington"", ""Don Cheadle"", ""John Goodman"", ""Kelly Reilly"", ""Bruce Greenwood"", ""Melissa Leo""]","[""Walter F. Parkes"", ""Laurie MacDonald"", ""Steve Starkey"", ""Jack Rapke"", ""Cherylanne Martin"", ""Robert Zemeckis""]","[""Robert Zemeckis""]"
The Grand Budapest Hotel,2014,Action & Adventure,"[""Shailene Woodley"", ""Theo James"", ""Miles Teller"", ""Maggie Q"", ""Ashley Judd"", ""Mekhi Phifer""]","[""Evan Daugherty"", ""Douglas Wick""]","[""Neil Burger""]"
The Maze Runner,2014,Comedy,"[""Bill Murray"", ""Edward Norton"", ""Jeff Goldblum"", ""Jude Law"", ""Saoirse Ronan"", ""Willem Dafoe"", ""Ralph Fiennes"", ""Tony Revolori"", ""F. Murray Abraham"", ""Mathieu Amalric"", ""Adrian Brody"", ""Jason Schwartzman"", """", """", """"]",[],"[""Wes Anderson""]"
The Big Short,2014,Action & Adventure,"[""Dylan O'Brien"", ""Kaya Scodelario"", ""Thomas Brodie-Sangster"", ""Will Poulter"", ""Patricia Clarkson""]",[],"[""Wes Ball""]"
Megan Leavey,2015,Drama,"[""Christian Bale"", ""Steve Carell"", ""Ryan Gosling"", ""Brad Pitt""]","[""Brad Pitt"", ""Dede Gardner"", ""Jeremy Kleiner"", ""Arnon Milchan"", ""Louise Rosner-Meyer"", ""Kevin Messick""]","[""Adam McKay""]"
Creed,2017,Drama,"[""Kate Mara"", ""Ramon Rodriguez"", ""Tom Felton"", ""Bradley Whitford"", ""Will Patton"", ""Edie Falco"", ""Common""]","[""Mickey Liddell"", ""Pete Shilaimon"", ""Jennifer Monroe""]","[""Gabriela Cowperthwaite""]"
Zero Dark Thirty,2015,Drama,"[""Sylvester Stallone"", ""Michael B. Jordan"", ""Tessa Thompson"", ""Phylicia Rashad"", ""Anthony Bellew""]","[""Nicholas Stern"", ""Irwin Winkler"", ""Robert Chartoff"", ""Charles Winkler"", ""William Chartoff"", ""David Winkler"", ""Kevin King-Templeton"", ""Sylvester Stallone""]","[""Ryan Coogler""]"
The Hurt Locker,2012,Drama,"[""Jessica Chastain"", ""Jason Clarke"", ""Joel Edgerton"", ""Jennifer Ehle"", ""Mark Strong"", ""Kyle Chandler"", ""Edgar Ramirez"", ""James Gandolfini"", ""Chris Pratt"", ""Callan Mulvey"", ""Fares Fares"", ""Reda Kateb"", """", """"]","[""Kathryn Bigelow"", ""Mark Boal"", ""Megan Ellison""]","[""Kathryn Bigelow""]"
The Help,2009,Thriller,"[""Jeremy Renner"", ""Anthony Mackie"", ""Brian Geraghty"", ""Guy Pearce"", ""Ralph Fiennes"", ""David Morse""]","[""Nicolas Chartier"", ""Mark Boal""]","[""Kathryn Bigelow""]"
The Adjustment Bureau,2011,Drama,"[""Jessica Chastain"", ""Viola Davis"", ""Bryce Dallas Howard"", ""Allison Janney"", ""Octavia Spencer"", ""Emma Stone""]","[""Brunson Green"", ""Chris Columbus"", ""Michael Barnathan""]","[""Tate Taylor""]"
Life,2011,Action & Adventure,"[""Matt Damon"", ""Emily Blunt"", ""Terence Stamp"", ""Anthony Mackie"", ""John Slattery"", ""Michael Kelly"", ""Anthony Ruivivar""]","[""Michael Hackett"", ""Bill Carraro"", ""Chris Moore""]","[""George Nolfi""]"
The Great Gatsby (2013),2017,Sci-Fi & Fantasy,"[""Ryan Reynolds"", ""Jake Gyllenhaal""]","[""Bonnie Curtis"", ""Julie Lynn""]","[""Daniel Espinosa""]"
Avatar (2009),2013,Drama,"[""Leonardo DiCaprio"", ""Tobey Maguire"", ""Carey Mulligan"", ""Joel Edgerton"", ""Isla Fisher"", ""Jason Clarke"", ""Elizabeth Debicki""]","[""Baz Luhrmann"", ""Catherine Martin"", ""Douglas Wick"", ""Lucy Fisher"", ""Catherine Knapman""]","[""Baz Luhrmann""]"
The Town (2010),2009,Action & Adventure,"[""Sam Worthington"", ""Zoe Saldana"", ""Stephen Lang"", ""Michelle Rodriguez"", ""Sigourney Weaver"", ""Giovanni Ribisi""]","[""James Cameron"", ""Jon Landau""]","[""James Cameron""]"
Life of Pi,2010,Thriller,"[""Ben Affleck"", ""Rebecca Hall"", ""Jon Hamm"", ""Jeremy Renner"", ""Blake Lively"", ""Titus Welliver"", ""Pete Postlethwaite"", ""Chris Cooper""]","[""Graham King"", ""Basil Iwanyk""]","[""Ben Affleck""]"
Spotlight,2012,Drama,"[""Suraj Sharma"", ""Irrfan Khan"", ""Tabu"", ""Rafe Spall"", ""Gérard Depardieu""]",[],"[""Ang Lee""]"
Birdman,2015,Drama,"[""Mark Ruffalo"", ""Michael Keaton"", ""Rachel McAdams"", ""Liev Schreiber"", ""John Slattery"", ""Stanley Tucci""]","[""Michael Sugar"", ""Steve Golin"", ""Nicole Rocklin"", ""Blye Pagon Faust""]","[""Tom McCarthy""]"
The Monuments Men,2014,Comedy,"[""Michael Keaton"", ""Zach Galifianakis"", ""Edward Norton"", ""Emma Stone"", ""Naomi Watts"", ""Amy Ryan"", ""Andrea Riseborough""]",[],"[""Alejandro González Iñárritu""]"
Magic Mike,2014,Drama,"[""George Clooney"", ""Matt Damon"", ""Bill Murray"", ""Cate Blanchett"", ""John Goodman"", ""Jean Dujardin"", ""Hugh Bonneville"", ""Bob Balaban"", ""Dimitri Leonidas""]","[""George Clooney"", ""Grant Heslov""]","[""George Clooney""]"
Passengers (2016),2012,Comedy,"[""Channing Tatum"", ""Alex Pettyfer"", ""Matthew McConaughey"", ""Matt Bomer"", ""Joe Manganiello"", ""Olivia Munn"", ""Cody Horn""]","[""Nick Wechsler"", ""Gregory Jacobs""]","[""Steven Soderbergh""]"
Hell or High Water,2016,Sci-Fi & Fantasy,"[""Jennifer Lawrence"", ""Chris Pratt"", ""Michael Sheen"", ""Laurence Fishburne""]","[""Stephen Hamel"", ""Michael Maher"", ""Neal H. Moritz"", ""Ori Marmur""]","[""Morten Tyldum""]"
Hidden Figures,2016,Action & Adventure,"[""Jeff Bridges"", ""Chris Pine"", ""Ben Foster"", ""Gil Birmingham"", ""Katy Mixon""]","[""Sidney Kimmel"", ""Peter Berg"", ""Carla Hacken"", ""Julie Yorn""]","[""David Mackenzie""]"
Gravity,2016,Drama,"[""Taraji P. Henson"", ""Octavia Spencer"", ""Janelle Monáe"", ""Kevin Costner"", ""Kirsten Dunst"", ""Jim Parsons"", ""Mahershala Ali""]",[],"[""Theodore Melfi""]"
American Hustle,2013,Drama,"[""Sandra Bullock"", ""George Clooney""]","[""Alfonso Cuarón"", ""David Heyman""]","[""Alfonso Cuarón""]"
The Girl On the Train (2016),2013,Drama,"[""Christian Bale"", ""Bradley Cooper"", ""Jeremy Renner"", ""Amy Adams"", ""Jennifer Lawrence""]","[""Charles Roven"", ""Megan Ellison"", ""Jonathan Gordon"", ""Richard Suckle""]","[""David O. Russell""]"
The Bourne Ultimatum,2016,Drama,"[""Emily Blunt"", ""Rebecca Ferguson"", ""Haley Bennett"", ""Justin Theroux"", ""Luke Evans"", ""Allison Janney"", ""Edgar Ramirez"", ""Lisa Kudrow""]","[""Marc Platt"", ""Jared LeBoff""]","[""Tate Taylor""]"
Prometheus,2007,Action & Adventure,"[""Matt Damon"", ""Julia Stiles"", ""David Strathairn"", ""Scott Glenn"", ""Paddy Considine"", ""Edgar Ramirez"", ""Albert Finney"", ""Joan Allen""]","[""Frank Marshall"", ""Paul Sandberg"", ""Patrick Crowley""]","[""Paul Greengrass""]"
The Fate of the Furious,2012,Sci-Fi & Fantasy,"[""Noomi Rapace"", ""Michael Fassbender"", ""Guy Pearce"", ""Idris Elba"", ""Logan Marshall-Green"", ""Charlize Theron""]",[],"[""Ridley Scott""]"
World War Z (Unrated Cut),2017,Action & Adventure,"[""Vin Diesel"", ""Dwayne Johnson"", ""Jason Statham"", ""Michelle Rodriguez"", ""Tyrese Gibson"", ""Chris \""Ludacris\"" Bridges"", ""Kurt Russell"", ""Charlize Theron""]","[""Vin Diesel"", ""Neal H. Moritz"", ""Chris Morgan"", ""Michael Fottrell""]","[""F. Gary Gray""]"
Fifty Shades Darker,2013,Drama,"[""Brad Pitt"", ""Mireille Enos"", ""Fana Mokoena"", ""James Badge Dale"", ""Matthew Fox""]","[""Marc Forster"", ""Brad Pitt"", ""Dede Gardner"", ""Jeremy Kleiner"", ""Ian Bryce""]","[""Marc Forster""]"
Looper,2017,Romance,"[""Dakota Johnson"", ""Jamie Dornan"", ""Eric Johnson"", ""Rita Ora"", ""Luke Grimes"", ""Victor Rasuk"", ""Kim Basinger"", ""Marcia Gay Harden""]","[""Michael De Luca"", ""E L James"", ""Dana Brunetti"", ""Marcus Viscidi""]","[""James Foley""]"
Winter's Bone,2012,Action & Adventure,"[""Bruce Willis"", ""Joseph Gordon-Levitt"", ""Emily Blunt"", ""Paul Dano"", ""Noah Segan"", ""Piper Perabo"", ""Jeff Daniels""]","[""Ram Bergman"", ""James D. Stern""]","[""Rian Johnson""]"
Lincoln,2010,Drama,"[""Jennifer Lawrence"", ""John Hawkes"", ""Lauren Sweetser"", ""Dale Dickey""]","[""Alix Madigan"", ""Anne Rosellini""]","[""Debra Granik""]"
The Social Network,2012,Drama,"[""Daniel Day-Lewis"", ""Sally Field"", ""Joseph Gordon-Levitt"", ""Tommy Lee Jones"", ""Hal Holbrook"", ""James Spader""]","[""Steven Spielberg"", ""Kathleen Kennedy""]","[""Steven Spielberg""]"
The Twilight Saga: Breaking Dawn - Pt. 1,2010,Drama,"[""Jesse Eisenberg"", ""Andrew Garfield"", ""Justin Timberlake"", ""Armie Hammer"", ""Max Minghella""]","[""Scott Rudin"", ""Dana Brunetti"", ""Michael De Luca"", ""Ceán Chaffin""]","[""David Fincher""]"
Arbitrage,2011,Thriller,"[""Kristen Stewart"", ""Robert Pattinson"", ""Taylor Lautner""]","[""Stephenie Meyer"", ""Wyck Godfrey""]","[""Bill Condon""]"
42,2012,Drama,"[""Richard Gere"", ""Susan Sarandon"", ""Tim Roth"", ""Brit Marling"", ""Laetitia Casta"", ""Nate Parker""]","[""Laura Bickford"", ""Kevin Turen"", ""Justin Nappi"", ""Robert Salerno""]","[""Nicholas Jarecki""]"
The Perks of Being a Wallflower,2013,Drama,"[""Chadwick Boseman"", ""Harrison Ford"", ""Nicole Beharie"", ""Christopher Meloni"", ""Andre Holland"", ""Lucas Black"", ""Hamish Linklater"", ""Ryan Merriman""]","[""Thomas Tull""]","[""Brian Helgeland""]"
Mud,2012,Romance,"[""Logan Lerman"", ""Emma Watson"", ""Ezra Miller"", ""Mae Whitman"", ""Kate Walsh"", ""Dylan McDermott"", ""Joan Cusack"", ""Paul Rudd""]","[""Lianne Halfon"", ""Russell Smith"", ""John Malkovich""]","[""Stephen Chbosky""]"
Gifted,2013,Action & Adventure,"[""Matthew McConaughey"", ""Tye Sheridan"", ""Sam Shepard"", ""Reese Witherspoon"", ""Michael Shannon"", ""Jacob Lofland""]","[""Sarah Green"", ""Aaron Ryder"", ""Lisa Maria Falcone""]","[""Jeff Nichols""]"
The Descendants,2017,Drama,"[""Chris Evans"", ""Mckenna Grace"", ""Lindsay Duncan"", ""Octavia Spencer""]",[],"[""Marc Webb""]"
The Devil Wears Prada,2011,Drama,"[""George Clooney"", ""Shailene Woodley"", ""Beau Bridges"", ""Judy Greer""]",[],"[""Alexander Payne""]"
Black Swan,2006,Comedy,"[""Meryl Streep"", ""Anne Hathaway"", ""Stanley Tucci"", ""Simon Baker"", ""Emily Blunt"", ""Adrian Grenier""]","[""Wendy Finerman""]","[""David Frankel""]"
Whiplash,2010,Drama,"[""Natalie Portman"", ""Vincent Cassel"", ""Mila Kunis"", ""Barbara Hershey"", ""Winona Ryder""]",[],"[""Darren Aronofsky""]"
Wild,2014,Drama,"[""Miles Teller"", ""J.K. Simmons"", ""Melissa Benoist"", ""Paul Reiser""]","[""David Lancaster"", ""Michel Litvak"", ""Jason Blum"", ""Helen Estabrook""]","[""Damien Chazelle""]"
Don Jon,2014,Drama,"[""Reese Witherspoon"", ""Laura Dern""]",[],"[""Jean-Marc Vallée""]"
Personal Shopper,2013,Comedy,"[""Joseph Gordon-Levitt"", ""Scarlett Johansson"", ""Julianne Moore"", ""Rob Brown"", ""Glenne Headly"", ""Brie Larson"", ""Tony Danza""]","[""Ram Bergman"", ""Nicolas Chartier"", ""Ryan Kavanaugh"", ""Tucker Tooley""]","[""Joseph Gordon-Levitt""]"
The Impossible,2016,Drama,"[""Kristen Stewart"", ""Lars Eidinger"", ""Sigrid Bouaziz"", ""Anders Danielsen Lie"", ""Ty Olwin"", ""Hammou Graia"", ""Nora von Waldstatten"", ""Benjamin Biolay""]","[""Charles Gillibert""]","[""Olivier Assayas""]"
Elysium,2012,Drama,"[""Naomi Watts"", ""Ewan McGregor"", ""Tom Holland""]","[""Belen Atienza"", ""Enrique López Lavigne"", ""Álvaro Augustín""]","[""J.A. Bayona""]"
The Lost City of Z,2013,Action & Adventure,"[""Matt Damon"", ""Jodie Foster"", ""Sharlto Copley"", ""Alice Braga"", ""Diego Luna"", ""Wagner Moura"", ""William Fichtner"", ""Brandon Auret"", ""Josh Blacker"", ""Emma Tremblay"", ""Jose Pablo Cantillo"", ""Maxwell Perry Cotton"", """"]","[""Neill Blomkamp"", ""Bill Block"", ""Simon Kinberg""]","[""Neill Blomkamp""]"
The Secret Life of Walter Mitty,2017,Action & Adventure,"[""Charlie Hunnam"", ""Robert Pattinson"", ""Sienna Miller"", ""Tom Holland"", ""Angus Macfadyen"", ""Ian McDiarmid"", ""Franco Nero""]","[""Dede Gardner"", ""Jeremy Kleiner"", ""Anthony Katagas"", ""James Gray"", ""Dale Armin Johnson""]","[""James Gray""]"
The Lincoln Lawyer,2013,Comedy,"[""Ben Stiller"", ""Kristen Wiig"", ""Sean Penn"", ""Adam Scott"", ""Shirley MacLaine"", ""Kathryn Hahn""]",[],"[""Ben Stiller""]"
Me Before You,2011,Thriller,"[""Matthew McConaughey"", ""Marisa Tomei"", ""Ryan Phillippe"", ""Josh Lucas"", ""John Leguizamo"", ""Michael Peña"", ""Bob Gunton"", ""Frances Fisher"", ""Bryan Cranston"", ""William H. Macy""]",[],"[""Brad Furman""]"
Blue Jasmine,2016,Romance,"[""Emilia Clarke"", ""Sam Claflin"", ""Charles Dance"", ""Jenna Coleman"", ""Matthew Lewis"", ""Vanessa Kirby"", ""Stephen Peacocke"", ""Brendan Coyle"", ""Janet McTeer""]","[""Karen Rosenfelt"", ""Alison Owen""]","[""Thea Sharrock""]"
The Spectacular Now,2013,Drama,"[""Alec Baldwin"", ""Cate Blanchett"", ""Louis C.K."", ""Bobby Cannavale"", ""Andrew Dice Clay"", ""Sally Hawkins"", ""Peter Sarsgaard"", ""Michael Stuhlbarg""]","[""Letty Aronson"", ""Stephen Tenenbaum"", ""Edward Walson""]","[""Woody Allen""]"
End of Watch,2013,Romance,"[""Miles Teller"", ""Shailene Woodley"", ""Brie Larson"", ""Mary Elizabeth Winstead"", ""Jennifer Jason Leigh"", ""Kyle Chandler"", ""Bob Odenkirk""]","[""Tom McNulty"", ""Shawn Levy"", ""Andrew Lauren"", ""Michelle Krumm""]","[""James Ponsoldt""]"
The Fault In Our Stars,2012,Action & Adventure,"[""Jake Gyllenhaal"", ""Michael Peña"", ""Anna Kendrick"", ""Natalie Martinez"", ""America Ferrera"", ""Frank Grillo"", ""David Harbour"", ""Maurice Compte"", ""Cody Horn"", ""Richard Cabral"", ""Kristy Wu"", ""Diamonique"", """", """"]","[""David Ayer"", ""Nigel Sinclair"", ""Matt Jackson"", ""John Lesher""]","[""David Ayer""]"
Sully,2014,Drama,"[""Shailene Woodley"", ""Ansel Elgort"", ""Laura Dern"", ""Sam Trammell"", ""Nat Wolff"", ""Willem Dafoe""]",[],"[""Josh Boone""]"
The Twilight Saga: Breaking Dawn - Part 1 (Extended Edition),2016,Drama,"[""Tom Hanks"", ""Aaron Eckhart"", ""Laura Linney""]","[""Clint Eastwood"", ""Frank Marshall"", ""Allyn Stewart"", ""Tim Moore""]","[""Clint Eastwood""]"
Drive,2011,Romance,"[""Kristen Stewart"", ""Robert Pattinson"", ""Taylor Lautner""]","[""Wyck Godfrey""]","[""Bill Condon""]"
Pride & Prejudice (2005),2011,Drama,"[""Ryan Gosling"", ""Carey Mulligan"", ""Bryan Cranston""]","[""Marc Platt"", ""David Lancaster"", ""Gigi Pritzker"", ""Linda McDonough"", ""Adam Siegel"", ""Michel Litvak"", ""Bill Lischak"", ""Gary Michael Walters"", ""Cliff Martinez""]","[""Nicolas Winding Refn""]"
The Theory of Everything,2005,Romance,"[""Keira Knightley"", ""Talulah Riley"", ""Rosamund Pike"", ""Jena Malone"", ""Carey Mulligan"", ""Donald Sutherland"", ""Brenda Blethyn"", ""Matthew MacFadyen"", ""Rupert Friend"", ""Judi Dench"", ""Tom Hollander"", """", """"]","[""Tim Bevan"", ""Eric Fellner"", ""Paul Webster""]","[""Joe Wright""]"
Side Effects (2013),2014,Drama,"[""Eddie Redmayne"", ""Felicity Jones"", ""Charlie Cox"", ""Emily Watson"", ""Simon McBurney"", ""David Thewlis""]","[""Tim Bevan"", ""Eric Fellner"", ""Lisa Bruce"", ""Anthony McCarten""]","[""James Marsh""]"
