Movie Title,Release Year,Genre,Actors,Producers,Directors
A Christmas Star,2015,Kids & Family,"[""Olivia d'Abo"", ""Anthony Starke"", ""Lisa Sheridan"", ""Jonathan Silverman"", ""Maeve Quinlan""]",[],"[""R. Michael Givens""]"
A Country Christmas,2015,Kids & Family,"[""Erin Galway-Kendrick"", ""Robert James-Collier"", ""Bronagh Waugh"", ""Suranne Jones"", ""Pierce Brosnan"", ""Liam Neeson"", ""Kylie Minogue"", ""Paula Malcomson"", ""Julian Fellowes""]","[""Joan Burney Keatings""]","[""Richard Elson""]"
"Silent Night, Deadly Night",2013,Kids & Family,"[""Joey Lauren Adams"", ""Trace Adkins"", ""Kevin Pollak"", ""Illeana Douglas""]","[""Eric Brooks"", ""William Shockley"", ""Dustin Rikert""]","[""Dustin Rikert""]"
All American Christmas Carol,1984,Horror,"[""Lilyan Chauvin"", ""Gilmer McCormick"", ""Toni Nero"", ""Robert Brian Wilson""]","[""Scott Schneid"", ""Dennis Whitehead"", ""Ira Barmak""]","[""Charles E. Sellier, Jr.""]"
My Santa,2013,Comedy,"[""Taryn Manning"", ""Beverly D'Angelo"", ""Wendi McLendon-Covey"", ""Eddie Jemison"", ""Eric Roberts"", ""Meat Loaf""]","[""Ron Carlson"", ""Rachel North""]","[""Ron Carlson""]"
What She Wants for Christmas,2014,Comedy,"[""Samaire Armstrong"", ""Matthew Lawrence"", ""Julie Brown"", ""Jim O'Heir"", ""Ben Gavin"", ""Paul Dooley""]","[""Kimberly A Ray""]","[""Sam Irvin""]"
Dear Secret Santa,2012,Urban,"[""Denise Boutte"", ""Christian Keyes"", ""Jackie Long"", ""Lily Hewitt"", ""Brianna Dufrene""]","[""Jason Hewitt"", ""Dan Garcia"", ""Elizabeth Hutchison""]","[""Jason Hewitt""]"
William & Kate: The Journey - Part 2,2013,Drama,"[""Ernie Hudson"", ""Jay Ellis"", ""Tatyana Ali"", ""Lamorne Morris"", ""Bill Cobbs"", ""Jordin Sparks""]",[],"[""Peter Sullivan""]"
A Christmoose Story,2016,Documentary,"[""Michael Cole"", ""Eva Pollard"", ""Ashley Pearson"", ""Dan Wootton"", ""Ben De Lisi""]","[""Brian Aabech""]","[""Billy Simpson""]"
A Wonderful Christmas Time,2015,Kids & Family,"[""Derek de Lint"", ""Dennis Reinsma"", ""Dana Goldberg""]",[],"[""Lourens Blok""]"
Elf-Man,2014,Comedy,"[""Dylan Edwards"", ""Laura Haddock"", ""Sara Pascoe"", ""Oliver Maltman"", ""Ian Smith"", ""Mandeep Dhillon"", ""Robert Wilfort"", ""Keiron Self"", ""Nia Roberts""]","[""Jon Rennie""]","[""Jamie Adams""]"
Cancel Christmas,2012,Holiday,"[""Jason \""Wee Man\"" Acuna"", ""Jeffrey Combs"", ""Mackenzie Astin"", ""Mirelly Taylor""]","[""Richard Jefferies""]","[""Ethan Wiley""]"
The Secret of the Nutcracker,2011,Holiday,"[""Judd Nelson"", ""Justin Landry"", ""Natalie Brown""]","[""Hallmark Channel""]","[""John Bradshaw""]"
Barney: Be My Valentine,2007,Kids & Family,"[""Tom Carey"", ""Janelle Jorde"", ""Helene Joy""]",[],"[""Eric Till""]"
Mr. Christmas,2005,Kids & Family,"[""Tim Dever""]","[""Linda Houston""]","[""Fred Holmes""]"
Christmas In Wonderland,2005,Drama,"[""Jace McLean"", ""Jen Celene Little"", ""Ireland Rose Maddox"", ""Abigail Kinslow""]","[""Beth Brickell""]","[""Beth Brickell""]"
Thomas & Friends: Merry Christmas Thomas,2007,Comedy,"[""Matthew Knight"", ""Chris Kattan"", ""Cameron Bright"", ""Preston Lacy"", ""Carmen Electra"", ""Matthew Walker"", ""Tim Curry"", ""Patrick Swayze"", ""Amy Schlagel"", ""Zoe Schlagel""]","[""Krik Shaw"", ""Laurette Bourassa"", ""Doug Steeden""]","[""James Orr""]"
How the Toys Saved Christmas,2011,Kids & Family,"[""Martin Sherman"", ""Jules De Jongh""]","[""Nicole Stinn""]","[""Greg Tiernan""]"
William & Kate: The Journey - Part 4,1996,Kids & Family,[],"[""Kathleen S. Faherty"", ""Maria Fares"", ""Rolf Schmid"", ""Paul Thiltges""]","[""Enzo d'Alò""]"
The 3 Dogateers,2016,Documentary,"[""Paul Burrell"", ""Camilla Tominey"", ""Katie Nicholl"", ""Ashley Pearson"", ""Robert Jobson"", ""Terry Hunt"", ""Margaret Tyler""]","[""Brian Aabech""]","[""Billy Simpson""]"
Christmas Grace,2014,Kids & Family,"[""Dean Cain"", ""Richard Riehle"", ""Bill Oberst Jr."", ""Andrea Monier"", ""Sabrina Gomez""]","[""Jesse Baget"", ""Phillip B. Goldfine"", ""Lisandro Novillo""]","[""Jesse Baget""]"
Falling for Christmas,2013,Kids & Family,"[""Ryan-Iver Klann"", ""Tim Kaiser"", ""Ann Filippis"", ""Rebekah Cook""]","[""Keith Perna"", ""Daniel Knudson""]","[""Keith Perna""]"
The Nutcracker Ballet,2016,Holiday,"[""Leah Renee"", ""Niall Matter"", ""Lisa Whechel"", ""Michael Tiegen""]","[""Oliver De Caigny"", ""Timothy O. Johnson""]","[""Christie Will Wolf""]"
Christmas with the Mormon Tabernacle Choir,2002,Music Feature Films,"[""Rozalia Zmekova"", ""Juraj Vasilenko"", ""Tomas Süll"", ""Jozef Soltes"", ""Michal Sandor"", ""Juraj Plavnik"", ""Laura Pernicova"", ""Dalia Pechanova"", ""Ingrid Murcekova"", ""Andrej Milo"", ""Tomas Mazuch"", ""Maria Kupcova"", """", """", """", """", """", """", """", """"]","[""Johannes Kernmayer""]","[""Alfons Stummer"", ""Dušan Jamrich"", ""Emil T. Bartko""]"
A Christmas Too Many,2006,Music Feature Films,"[""Jerold D. Ottley""]","[""Glen T. Glancy""]","[""Jerold D. Ottley""]"
Beverly Hills Christmas,2007,Comedy,"[""Mickey Rooney"", ""Ruta Lee"", ""Sam McMurray"", ""Andrew Keegan"", ""Marla Maples"", ""Austin O'Brien"", ""Kevan Michaels"", ""Clint Howard"", ""Gary Coleman""]","[""J. Vincent Cane"", ""Lawreen E. Kayl"", ""Andrew Keegan"", ""James Lever"", ""Kevan Michaels"", ""James Robson"", ""Stephen Wallis""]","[""Stephen Wallis""]"
"Silent Night, Deadly Night, Part 2",2015,Holiday,"[""Dean Cain"", ""John Savage"", ""Ravin Spangler"", ""Donna Spangler"", ""Rebecca Grant"", ""Simona Fusco"", ""Jenae Altschwager"", ""Vincent De Paul""]","[""Donna Spangler"", ""Simona Fusco"", ""Christian Filippella"", ""Gloria Kisel"", ""Kip Konwiser"", ""Kirsten Lea"", ""Salvatore Zannino""]","[""Brian Skiba""]"
An Easter Story,1987,Horror,"[""Eric Freeman"", ""James Newman"", ""Elizabeth Kaitan"", ""Jean Miller"", ""Darrel Guilbeau""]","[""Lawrence Appelbaum"", ""Joseph H. Earle"", ""Eric A. Gage""]","[""Lee Harry""]"
The Littlest Angel,2015,Kids & Family,"[""Paul Fusco"", ""Lisa Buckley"", ""Bob Fappiano"", ""Richard J. Schellbach""]","[""Paul Fusco""]",[]
A Hobo's Christmas,2011,Kids & Family,"[""Ron Perlman"", ""Ed Kelly"", ""Caleb Wolfe""]",[],"[""Dave Kim""]"
Santa's Apprentice,2016,Holiday,"[""Barnard Hughes"", ""Gerald McRaney"", ""Wendy Crewson""]","[""Paul Freeman""]","[""Will Mackenzie""]"
Christmas at Rosemont,2016,Kids & Family,"[""Michael Sorich"", ""Cole Sand"", ""Gabe Eggerling""]","[""Sandra Gross"", ""Yoram Gross""]","[""Luc Vinciguerra""]"
Zlateh the Goat,2016,Drama,"[""Brad Dourif"", ""Lochlyn Munro"", ""Grace Zabriskie"", ""Michael Gross""]",[],"[""Daniel Petrie Jr.""]"
The History of Christmas & Santa Claus: Santa's Sleigh Ride,2017,Kids & Family,"[""Maurice Sendak""]",[],"[""Gene Deitch""]"
My African Adventure,2005,Holiday,"[""Liam Dale""]","[""Michelle Justice"", ""Sue Hosler"", ""Wolfgang Fetten""]","[""Liam Dale""]"
The Spirit of Christmas,2013,Kids & Family,"[""Mille Dinesen"", ""Robert Hansen"", ""Lasse Guldberg Kamper""]","[""Michael Obel""]","[""Martin Miehe-Renard""]"
Jack O Lantern: Haunt Your Screen,2014,Holiday,[],[],"[""Jesse Baget""]"
Up on the Woof Top,2015,Horror,[],"[""Evan Tramel""]","[""Evan Tramel""]"
I'll Be Homeless for Christmas,2015,Holiday,"[""Adam Hicks"", ""Dennis Haskins"", ""Brandon Baker""]","[""Tim Nash"", ""Andreas Olavarria""]","[""Joe Clarke""]"
Happy Holidays With Frank & Bing,2013,Drama,"[""Mandi Christine Kerr"", ""Travis Breedlove"", ""Walter Robert Duckworth"", ""Krisitin Melin Link"", ""Landon Breedlove"", ""Ryan Norton"", ""Slade Curtis""]","[""Travis Breedlove"", ""Ryan Norton"", ""Slade Curtis"", ""Bren Allison""]","[""Bren Allison""]"
Santa's Magic Toy Bag,2016,Holiday,[],[],[]
A Little Christmas Business,2014,Kids & Family,"[""Paul Fusco"", ""Lisa Buckley"", ""Bob Voice/PuppetPerformers"", ""Rich Schellbach""]","[""Paul Fusco""]","[""James Field""]"
Connie Talbot’s Holiday Magic,2015,Kids & Family,"[""Daniel Baldwin"", ""Tammy Barr"", ""Lorenzo Lamas"", ""Bo Hopkins"", ""Leslie Easterbrook""]","[""Sam Cable"", ""Charlie Gilmore"", ""Yankie Grant""]","[""Chuck Walker""]"
Where the Bears Are 5 - Mother’s Day Special,2012,Concert Films,[],[],[]
The Christmas Wife,2016,Comedy,"[""Ben Zook"", ""Rick Copp"", ""Joe Dietl"", ""Ian Parks"", ""Rita Taggart"", ""Francine York"", ""Ellen Ratner"", ""Monica Breckenridge"", ""George Sebastian""]",[],"[""Joe Dietl""]"
A Nanny for Christmas,2002,Holiday,"[""Jason Robards"", ""Bill Lynn"", ""Tom Harvey"", ""Julie Harris"", ""Patricia Hamilton"", ""Deborah Grover"", ""David Gardner"", ""Don Francks"", ""Jim Eckhouse"", ""Chistopher Andrade""]","[""Patrcik Whitley"", ""Edie Landau"", ""Eric Landau"", ""Catherine Ann Jones"", ""Colin Callender""]","[""David Hugh Jones""]"
"Happy, The Littlest Bunny",2010,Comedy,"[""Dean Cain"", ""Emmanuelle Vaugier"", ""Cynthia Gibb"", ""Sierra McCormick"", ""Richard Ruccolo"", ""Jared Gilmore"", ""Sarah Thompson""]","[""Michael Feifer""]","[""Michael Feifer""]"
Coming Home,1994,Kids & Family,"[""Michael Donovan"", ""Kathleen Barr"", ""Nathan Aswell"", ""Lilliam Carlson"", ""Gary Chalk"", ""Cheralynn Bailey"", ""Ian Corlett"", ""Tony Ail""]","[""Mark Taylor""]","[""Toshiyuki Hiruma Takashi""]"
Christmas with the Vienna Boys Choir,2013,Drama,"[""Julie Nordhuus"", ""Elise Strømberg Mærlie"", ""Marthe Vonhelm""]",[],"[""Anders Øvergaard""]"
Haunt Your House,2006,Concert Films,"[""Peter Marschick"", ""Georg Stangelberger"", ""Marco Ozbic"", ""Christoph Herr"", ""Oswald Gritch""]","[""Johannes Kernmayer""]","[""Alfons Stummer""]"
Around the Christmas Tree: Instant Holiday Decor,2015,Horror,"[""Vincent Price""]","[""Evan Tramel""]","[""Evan Tramel""]"
The Rooftop Christmas Tree,2003,Holiday,"[""Christmas Tree""]","[""Michelle Justice"", ""Wolfgang Fetten""]",[]
Presidents Day,2016,Holiday,"[""Michelle Morgan"", ""Tim Reid"", ""Stephen Huszar""]","[""Adrian Langley"", ""Timothy O. Johnson""]","[""David Winning""]"
Stephen King's It,2017,Horror,"[""Monica Ricketts"", ""David Zuckerman"", ""Jud Zumwalt"", ""Britanny Rosoff"", ""Chelsea Leech""]","[""Jordan Leach"", ""Benjamin Goodwin""]",[]
World War Z (Unrated Cut),1990,Horror,"[""Richard Masur"", ""Dennis Christopher"", ""John Ritter"", ""Richard Thomas"", ""Tim Curry"", ""Tim Reid"", ""Annette O'Toole"", ""Harry Anderson""]",[],"[""Tommy Lee Wallace""]"
Alien: Covenant,2013,Drama,"[""Brad Pitt"", ""Mireille Enos"", ""Fana Mokoena"", ""James Badge Dale"", ""Matthew Fox""]","[""Marc Forster"", ""Brad Pitt"", ""Dede Gardner"", ""Jeremy Kleiner"", ""Ian Bryce""]","[""Marc Forster""]"
The Conjuring,2017,Sci-Fi & Fantasy,"[""Michael Fassbender"", ""Katherine Waterston"", ""Billy Crudup"", ""Danny McBride"", ""Demián Bichir""]",[],"[""Ridley Scott""]"
Split (2017),2013,Horror,"[""Vera Farmiga"", ""Patrick Wilson"", ""Ron Livingston"", ""Lili Taylor""]","[""Tony DeRosa-Grund"", ""Peter Safran"", ""Rob Cowan""]","[""James Wan""]"
Zombieland,2017,Thriller,"[""James McAvoy"", ""Anya Taylor-Joy"", ""Betty Buckley"", ""Haley Lu Richardson"", ""Jessica Sula""]","[""M. Night Shyamalan"", ""Jason Blum"", ""Marc Bienstock""]","[""M. Night Shyamalan""]"
Get Out,2010,Comedy,"[""Woody Harrelson"", ""Jesse Eisenberg"", ""Emma Stone"", ""Abigail Breslin"", ""Mike White""]",[],"[""Ruben Fleischer""]"
The Cabin In the Woods,2017,Horror,"[""Daniel Kaluuya"", ""Allison Williams"", ""Bradley Whitford"", ""Caleb Landry Jones"", ""Stephen Root"", ""Catherine Keener""]","[""Jordan Peele"", ""Sean McKittrick"", ""Jason Blum"", ""Edward H. Hamm Jr.""]","[""Jordan Peele""]"
It Comes At Night,2012,Horror,"[""Kristen Connolly"", ""Chris Hemsworth"", ""Anna Hutchison"", ""Fran Kranz"", ""Jesse Williams"", ""Richard Jenkins"", ""Bradley Whitford""]",[],"[""Drew Goddard""]"
Underworld Awakening,2017,Thriller,"[""Joel Edgerton"", ""Kelvin Harrison Jr."", ""Carmen Ejogo"", ""Christopher Abbott"", ""Riley Keough"", ""David Pendleton""]","[""Andrea Roa"", ""David Kaplan""]","[""Trey Edward Shults""]"
What We Do In the Shadows,2012,Action & Adventure,"[""Kate Beckinsale"", ""Stephen Rea"", ""Michael Ealy"", ""Theo James"", ""India Eisley"", ""Charles Dance""]","[""Tom Rosenberg"", ""Gary Lucchesi"", ""Len Wiseman"", ""Richard S. Wright""]","[""Måns Mårlind"", ""Björn Stein""]"
Shaun of the Dead,2015,Comedy,"[""Jemaine Clement"", ""Taika Waititi"", ""Rhys Darby"", ""Jonathan Brugh""]","[""Taika Waititi"", ""Emanuel Michael"", ""Chelsea Winstanley""]","[""Jemaine Clement"", ""Taika Waititi""]"
The Witch,2004,Comedy,"[""Simon Pegg"", ""Kate Ashfield"", ""Nick Frost"", ""Bill Nighy"", ""Lucy Davis""]","[""Nira Park""]","[""Edgar Wright""]"
I Am Legend,2016,Horror,"[""Anya Taylor-Joy"", ""Ralph Ineson"", ""Kate Dickie"", ""Harvey Scimshaw"", ""Ellie Grainger"", ""Luca Dawson""]","[""Lars Knudsen"", ""Jay Van Hoy"", ""Rodrigo Teixeira"", ""Daniel Bekerman"", ""Jodi Redmond""]","[""Robert Eggers""]"
Insidious,2008,Horror,"[""Will Smith"", ""Alice Braga"", ""Charlie Tahan"", ""Salli Richardson-Whitfield"", ""Willow Smith""]","[""Neal H. Moritz"", ""David Heyman"", ""Erwin Stoff"", ""James Lassiter"", ""Akiva Goldsman""]","[""Francis Lawrence""]"
Dracula Untold,2011,Horror,"[""Patrick Wilson"", ""Rose Byrne"", ""Barbara Hershey""]",[],"[""James Wan""]"
47 Meters Down,2014,Horror,"[""Luke Evans"", ""Dominic Cooper"", ""Sarah Gadon"", ""Charles Dance""]","[""Michael De Luca""]","[""Gary Shore""]"
The Purge: Anarchy,2017,Horror,"[""Claire Holt"", ""Mandy Moore"", ""Santiago Segura"", ""Yani Gellman"", ""Matthew Modine"", ""Chris J. Johnson""]","[""James Harris"", ""Mark Lane"", ""Arnaud Lannic""]","[""Johannes Roberts""]"
Bone Tomahawk,2014,Thriller,"[""Frank Grillo"", ""Carmen Ejogo"", ""Zach Gilford"", ""Kiele Sanchez"", ""Zoe Soul"", ""Edwin Hodge"", ""Michael K. Williams""]","[""Jason Blum"", ""Michael Bay"", ""Andrew Form"", ""Brad Fuller"", ""Sébastien K. Lemercier""]","[""James DeMonaco""]"
The Purge: Election Year,2015,Western,"[""Kurt Russell"", ""Patrick Wilson"", ""Matthew Fox"", ""Lili Simmons"", ""Richard Jenkins"", ""David Arquette"", ""Sid Haig""]","[""Dallas Sonnier"", ""Jack Heller""]","[""S. Craig Zahler""]"
Alien,2016,Horror,"[""Frank Grillo"", ""Elizabeth Mitchell"", ""Mykelti Williamson""]","[""Jason Blum"", ""Michael Bay"", ""Andrew Form"", ""Brad Fuller"", ""Sébastien K. Lemercier""]","[""James DeMonaco""]"
The Conjuring 2,1979,Sci-Fi & Fantasy,"[""Sigourney Weaver"", ""Tom Skerritt"", ""Veronica Cartwright"", ""Harry Dean Stanton"", ""John Hurt"", ""Ian Holm"", ""Yaphet Kotto""]",[],"[""Ridley Scott""]"
The Limehouse Golem,2016,Horror,"[""Vera Farmiga"", ""Patrick Wilson"", ""Frances O'Connor"", ""Madison Wolfe"", ""Simon McBurney"", ""Franka Potente"", ""Lauren Esposito"", ""Patrick McAuley"", ""Benjamin Haigh""]","[""Peter Safran"", ""Rob Cowan""]","[""James Wan""]"
Paranormal Activity,2017,Thriller,"[""Bill Nighy"", ""Olivia Cooke"", ""Douglas Booth"", ""Daniel Mays"", ""Eddie Marsan""]","[""Stephen Woolley"", ""Elizabeth Karlsen"", ""Joanna Laurie""]","[""Juan Carlos Medina""]"
The Silence of the Lambs,2009,Horror,"[""Katie Featherston"", ""Micah Sloat"", ""Mark Fredrichs"", ""Amber Armstrong""]","[""Oren Peli"", ""Jason Blum"", ""Steven Schneider""]","[""Oren Peli""]"
Sinister,1991,Thriller,"[""Jodie Foster"", ""Anthony Hopkins"", ""Scott Glenn"", ""Anthony Heald"", ""Ted Levine""]","[""Ronald M. Bozman"", ""Edward Saxon"", ""Kenneth Utt""]","[""Jonathan Demme""]"
Resident Evil: Afterlife,2012,Horror,"[""Ethan Hawke"", ""Juliet Rylance"", ""Fred Dalton Thompson"", ""James Ransone"", ""Clare Foley"", ""Michael Hall D'Addario""]","[""Jason Blum"", ""Brian Kavanaugh-Jones""]","[""Scott Derrickson""]"
Abraham Lincoln: Vampire Hunter,2010,Action & Adventure,"[""Milla Jovovich"", ""Ali Larter"", ""Kim Coates"", ""Shawn Roberts"", ""Sergio Peris-Mencheta"", ""Spencer Locke"", ""Boris Kodjoe"", ""Wentworth Miller""]","[""Jeremy Bolt"", ""Paul W.S. Anderson"", ""Robert Kulzer"", ""Don Carmody"", ""Bernd Eichinger"", ""Samuel Hadida""]","[""Paul W.S. Anderson""]"
Misery,2012,Action & Adventure,"[""Benjamin Walker"", ""Dominic Cooper"", ""Anthony Mackie"", ""Mary Elizabeth Winstead"", ""Rufus Sewell"", ""Marton Csokas""]",[],"[""Timur Bekmambetov""]"
Resident Evil: Extinction,1990,Thriller,"[""James Caan"", ""Kathy Bates"", ""Richard Farnsworth"", ""Lauren Bacall""]","[""Andrew Scheinman"", ""Steve Nicolaides"", ""Rob Reiner"", ""Jeffrey Stott""]","[""Rob Reiner""]"
Don't Breathe,2007,Horror,"[""Milla Jovovich"", ""Ali Larter"", ""Mike Epps""]","[""Jeremy Bolt""]","[""Russell Mulcahy""]"
Hansel & Gretel: Witch Hunters (Unrated),2016,Thriller,"[""Jane Levy"", ""Dylan Minnette"", ""Daniel Zovatto"", ""Stephen Lang""]","[""Sam Raimi"", ""Rob Tapert"", ""Fede Álvarez""]","[""Fede Álvarez""]"
The Visit,2013,Sci-Fi & Fantasy,"[""Jeremy Renner"", ""Gemma Arterton"", ""Famke Janssen"", ""Peter Stormare""]","[""Kevin Messick"", ""Adam McKay"", ""Will Ferrell"", ""Beau Flynn""]","[""Tommy Wirkola""]"
The Mortal Instruments: City of Bones,2015,Thriller,"[""Olivia DeJonge"", ""Ed Oxenbould"", ""Deanna Dunagan"", ""Peter McRobbie"", ""Kathryn Hahn""]","[""Marc Bienstock"", ""M. Night Shyamalan"", ""Jason Blum""]","[""M. Night Shyamalan""]"
Beetlejuice,2013,Action & Adventure,"[""Lily Collins"", ""Lena Headey"", ""Aidan Turner"", ""Jonathan Rhys Meyers"", ""Jamie Campbell Bower"", ""Jared Harris"", ""Kevin Zegers"", ""Robert Sheehan"", ""Kevin Durand"", ""Godfrey Gao"", """", """", """", """"]","[""Don Carmody"", ""Robert Kulzer""]","[""Harald Zwart""]"
The Shining,1988,Comedy,"[""Alec Baldwin"", ""Geena Davis"", ""Michael Keaton"", ""Jeffrey Jones"", ""Catherine O'Hara""]","[""Michael Bender"", ""Larry Wilson"", ""Richard Hashimoto""]","[""Tim Burton""]"
Jaws,1980,Horror,"[""Jack Nicholson"", ""Shelley Duvall"", ""Danny lloyd"", ""Scatman Crothers"", ""Barry Nelson"", ""Philip Stone"", ""Joe Turkel"", ""Anne Jackson"", ""Tony Burton""]","[""Stanley Kubrick""]","[""Stanley Kubrick""]"
American Psycho,1975,Thriller,"[""Roy Scheider"", ""Robert Shaw"", ""Richard Dreyfuss"", ""Lorraine Gary"", ""Murray Hamilton"", ""Carl Gottlieb""]","[""Richard D. Zanuck"", ""David Brown""]","[""Steven Spielberg""]"
Insidious: Chapter 2,2000,Horror,"[""Christian Bale"", ""Josh Lucas"", ""Chloë Sevigny"", ""Reese Witherspoon"", ""Justin Theroux"", ""Bill Sage"", ""Jared Leto"", ""Willem Dafoe""]","[""Chris Hanley"", ""Christian Halsey Solomon"", ""Edward R. Pressman""]","[""Mary Harron""]"
Mama,2013,Horror,"[""Patrick Wilson"", ""Rose Byrne"", ""Barbara Hershey"", ""Lin Shaye"", ""Leigh Whannell"", ""Ty Simpkins"", ""Andrew Astor"", ""Angus Sampson""]","[""Jason Blum""]","[""James Wan""]"
Underworld: Rise of the Lycans,2013,Thriller,"[""Jessica Chastain"", ""Nikolaj Coster-Waldau"", ""Megan Charpentier"", ""Isabelle Nelisse"", ""Daniel Kash"", ""Javier Botet"", ""Jane Moffat""]","[""J. Miles Dale"", ""Barbara Muschietti""]","[""Andy Muschietti""]"
Resident Evil,2009,Action & Adventure,"[""Michael Sheen"", ""Bill Nighy"", ""Rhona Mitra"", ""Steven Mackintosh"", ""Kevin Grevioux""]",[],"[""Patrick Tatopoulos""]"
Annabelle,2002,Sci-Fi & Fantasy,"[""Milla Jovovich"", ""Michelle Rodriguez"", ""Ryan McCluskey"", ""Eric Mabius""]","[""Paul W.S. Anderson"", ""Jeremy Bolt"", ""Bernd Eichinger"", ""Samuel Hadida""]","[""Paul W.S. Anderson""]"
Orphan (2009),2014,Horror,"[""Annabelle Wallis"", ""Ward Horton"", ""Alfre Woodard""]","[""James Wan"", ""Peter Safran""]","[""John R. Leonetti""]"
The Autopsy of Jane Doe,2009,Horror,"[""Vera Farmiga"", ""Peter Sarsgaard"", ""Isabelle Fuhrman"", ""CCH Pounder"", ""Jimmy Bennett""]","[""Joel Silver"", ""Susan Downey"", ""Jennifer Davisson Killoran"", ""Leonardo DiCaprio""]","[""Jaume Collet-Serra""]"
Underworld (Unrated) [2003],2016,Thriller,"[""Emile Hirsch"", ""Brian Cox"", ""Olwen Kelly"", ""Michael McElhatton"", ""Ophelia Lovibond""]","[""Ben Pugh"", ""Fred Berger"", ""Rory Aitken"", ""Eric Garcia""]","[""André Øvredal""]"
Pride & Prejudice & Zombies,2003,Action & Adventure,"[""Kate Beckinsale"", ""Scott Speedman"", ""Michael Sheen"", ""Bill Nighy""]","[""Tom Rosenberg"", ""Gary Lucchesi"", ""Richard S. Wright""]","[""Len Wiseman""]"
Van Helsing,2016,Comedy,"[""Lily James"", ""Sam Riley"", ""Jack Huston"", ""Bella Heathcote"", ""Douglas Booth"", ""Matt Smith"", ""Charles Dance"", ""Lena Heady""]","[""Marc Butan"", ""Brian Oliver"", ""Tyler Thompson"", ""Sean McKittrick"", ""Allison Shearmur"", ""Natalie Portman"", ""Annette Savitch""]","[""Burr Steers""]"
Psycho (1960),2004,Action & Adventure,"[""Hugh Jackman"", ""Kate Beckinsale"", ""Richard Roxburgh"", ""David Wenham"", ""Shuler Hensley"", ""Elena Anaya"", ""Will Kemp"", ""Kevin J. O'Connor"", ""Alun Armstrong"", ""Silvia Colloca"", ""Samuel West"", ""Robbie Coltrane""]","[""Stephen Sommers"", ""Bob Ducsay""]","[""Stephen Sommers""]"
Lights Out,1960,Horror,"[""Anthony Perkins"", ""Janet Leigh"", ""Vera Miles"", ""John Gavin"", ""Martin Balsam""]","[""Alfred Hitchcock""]","[""Alfred Hitchcock""]"
Paranormal Activity 4 (Extended Edition),2016,Horror,"[""Teresa Palmer"", ""Gabriel Bateman"", ""Alexander DiPersia"", ""Billy Burke"", ""Maria Bello""]","[""Eric Heisserer"", ""James Wan"", ""Lawrence Grey""]","[""David Sandberg""]"
