Series Title,Genre,Season Number,Episode Number,Episode Title,Release_Year,Episode link
"The Simpsons, Season 20",Comedy,Season 20,2,Lost Verizon,2008,https://itunes.apple.com/us/tv-season/lost-verizon/id299364989?i=299552684
"The Simpsons, Season 20",Comedy,Season 20,3,Double Double Boy In Trouble,2008,https://itunes.apple.com/us/tv-season/double-double-boy-in-trouble/id299364989?i=299551939
"The Simpsons, Season 20",Comedy,Season 20,4,Treehouse of Horror XIX,2008,https://itunes.apple.com/us/tv-season/treehouse-of-horror-xix/id299364989?i=299758136
"The Simpsons, Season 20",Comedy,Season 20,5,Dangerous Curves,2008,https://itunes.apple.com/us/tv-season/dangerous-curves/id299364989?i=299758174
"The Simpsons, Season 20",Comedy,Season 20,6,Homer & Lisa Exchange Cross Words,2008,https://itunes.apple.com/us/tv-season/homer-lisa-exchange-cross-words/id299364989?i=299758193
"The Simpsons, Season 20",Comedy,Season 20,7,Mypods & Boomsticks,2008,https://itunes.apple.com/us/tv-season/mypods-boomsticks/id299364989?i=299553694
"The Simpsons, Season 20",Comedy,Season 20,8,The Burns and the Bees,2008,https://itunes.apple.com/us/tv-season/the-burns-and-the-bees/id299364989?i=299758196
"The Simpsons, Season 20",Comedy,Season 20,9,Lisa the Drama Queen,2008,https://itunes.apple.com/us/tv-season/lisa-the-drama-queen/id299364989?i=303371975
"The Simpsons, Season 20",Comedy,Season 20,10,"Take My Life, Please",2008,https://itunes.apple.com/us/tv-season/take-my-life-please/id299364989?i=305484753
"The Simpsons, Season 20",Comedy,Season 20,11,How the Test Was Won,2008,https://itunes.apple.com/us/tv-season/how-the-test-was-won/id299364989?i=306917383
"The Simpsons, Season 20",Comedy,Season 20,12,"No Loan Again, Naturally",2008,https://itunes.apple.com/us/tv-season/no-loan-again-naturally/id299364989?i=307639198
"The Simpsons, Season 20",Comedy,Season 20,13,Gone Maggie Gone,2008,https://itunes.apple.com/us/tv-season/gone-maggie-gone/id299364989?i=308614581
"The Simpsons, Season 20",Comedy,Season 20,14,In the Name of the Grandfather,2008,https://itunes.apple.com/us/tv-season/in-the-name-of-the-grandfather/id299364989?i=309456387
"The Simpsons, Season 20",Comedy,Season 20,15,Wedding for Disaster,2008,https://itunes.apple.com/us/tv-season/wedding-for-disaster/id299364989?i=310454979
"The Simpsons, Season 20",Comedy,Season 20,16,Eeny Teeny Maya Moe,2008,https://itunes.apple.com/us/tv-season/eeny-teeny-maya-moe/id299364989?i=311310367
"The Simpsons, Season 20",Comedy,Season 20,17,"The Good, the Sad and the Drugly",2008,https://itunes.apple.com/us/tv-season/the-good-the-sad-and-the-drugly/id299364989?i=313041730
"The Simpsons, Season 20",Comedy,Season 20,18,Father Knows Worst,2008,https://itunes.apple.com/us/tv-season/father-knows-worst/id299364989?i=314028445
"The Simpsons, Season 20",Comedy,Season 20,19,Waverly Hills 9021-D'Oh,2008,https://itunes.apple.com/us/tv-season/waverly-hills-9021-doh/id299364989?i=315043100
"The Simpsons, Season 20",Comedy,Season 20,20,4 Great Women & Manicures,2008,https://itunes.apple.com/us/tv-season/4-great-women-manicures/id299364989?i=315910179
"The Simpsons, Season 20",Comedy,Season 20,21,Coming to Homerica,2008,https://itunes.apple.com/us/tv-season/coming-to-homerica/id299364989?i=316924319
"Archer, Season 3",Animation,Season 3,1,"Heart of Archness, Pt. 1",2011,https://itunes.apple.com/us/tv-season/heart-of-archness-pt-1/id457163664?i=465768380
"Archer, Season 3",Animation,Season 3,2,"Heart of Archness, Pt. 2",2011,https://itunes.apple.com/us/tv-season/heart-of-archness-pt-2/id457163664?i=467268393
"Archer, Season 3",Animation,Season 3,3,"Heart of Archness, Pt. 3",2011,https://itunes.apple.com/us/tv-season/heart-of-archness-pt-3/id457163664?i=468815986
"Archer, Season 3",Animation,Season 3,4,The Man from Jupiter,2011,https://itunes.apple.com/us/tv-season/the-man-from-jupiter/id457163664?i=496475525
"Archer, Season 3",Animation,Season 3,5,El Contador,2011,https://itunes.apple.com/us/tv-season/el-contador/id457163664?i=498102924
"Archer, Season 3",Animation,Season 3,6,The Limited,2011,https://itunes.apple.com/us/tv-season/the-limited/id457163664?i=499689269
"Archer, Season 3",Animation,Season 3,7,Drift Problem,2011,https://itunes.apple.com/us/tv-season/drift-problem/id457163664?i=501513337
"Archer, Season 3",Animation,Season 3,8,Lo Scandalo,2011,https://itunes.apple.com/us/tv-season/lo-scandalo/id457163664?i=503621096
"Archer, Season 3",Animation,Season 3,9,Bloody Ferlin,2011,https://itunes.apple.com/us/tv-season/bloody-ferlin/id457163664?i=505002905
"Archer, Season 3",Animation,Season 3,10,Crossing Over,2011,https://itunes.apple.com/us/tv-season/crossing-over/id457163664?i=506780767
"Archer, Season 3",Animation,Season 3,11,Skin Game,2011,https://itunes.apple.com/us/tv-season/skin-game/id457163664?i=508500497
"Archer, Season 3",Animation,Season 3,12,"Space Race, Pt. 1",2011,https://itunes.apple.com/us/tv-season/space-race-pt-1/id457163664?i=510797702
"Archer, Season 3",Animation,Season 3,13,"Space Race, Pt. 2",2011,https://itunes.apple.com/us/tv-season/space-race-pt-2/id457163664?i=512868029
SpongeBob SquarePants: Tom Kenny's Top 20,Kids,SpongeBob SquarePants: Tom Kenny's Top 20,1,Help Wanted,2009,https://itunes.apple.com/us/tv-season/help-wanted/id321575301?i=321776819
SpongeBob SquarePants: Tom Kenny's Top 20,Kids,SpongeBob SquarePants: Tom Kenny's Top 20,2,Valentine's Day,2009,https://itunes.apple.com/us/tv-season/valentines-day/id321575301?i=321777279
SpongeBob SquarePants: Tom Kenny's Top 20,Kids,SpongeBob SquarePants: Tom Kenny's Top 20,3,Toy Store of Doom,2009,https://itunes.apple.com/us/tv-season/toy-store-of-doom/id321575301?i=321794155
SpongeBob SquarePants: Tom Kenny's Top 20,Kids,SpongeBob SquarePants: Tom Kenny's Top 20,4,The Camping Episode,2009,https://itunes.apple.com/us/tv-season/the-camping-episode/id321575301?i=321792061
SpongeBob SquarePants: Tom Kenny's Top 20,Kids,SpongeBob SquarePants: Tom Kenny's Top 20,5,The Idiot Box,2009,https://itunes.apple.com/us/tv-season/the-idiot-box/id321575301?i=321789719
SpongeBob SquarePants: Tom Kenny's Top 20,Kids,SpongeBob SquarePants: Tom Kenny's Top 20,6,Slide Whistle Stooges,2009,https://itunes.apple.com/us/tv-season/slide-whistle-stooges/id321575301?i=321793068
SpongeBob SquarePants: Tom Kenny's Top 20,Kids,SpongeBob SquarePants: Tom Kenny's Top 20,7,Hooky,2009,https://itunes.apple.com/us/tv-season/hooky/id321575301?i=321789732
SpongeBob SquarePants: Tom Kenny's Top 20,Kids,SpongeBob SquarePants: Tom Kenny's Top 20,8,Frankendoodle,2009,https://itunes.apple.com/us/tv-season/frankendoodle/id321575301?i=321791435
SpongeBob SquarePants: Tom Kenny's Top 20,Kids,SpongeBob SquarePants: Tom Kenny's Top 20,9,Band Geeks,2009,https://itunes.apple.com/us/tv-season/band-geeks/id321575301?i=321792218
SpongeBob SquarePants: Tom Kenny's Top 20,Kids,SpongeBob SquarePants: Tom Kenny's Top 20,10,The Graveyard Shift,2009,https://itunes.apple.com/us/tv-season/the-graveyard-shift/id321575301?i=321792415
SpongeBob SquarePants: Tom Kenny's Top 20,Kids,SpongeBob SquarePants: Tom Kenny's Top 20,11,The Best Day Ever,2009,https://itunes.apple.com/us/tv-season/the-best-day-ever/id321575301?i=321792848
SpongeBob SquarePants: Tom Kenny's Top 20,Kids,SpongeBob SquarePants: Tom Kenny's Top 20,12,Chocolate With Nuts,2009,https://itunes.apple.com/us/tv-season/chocolate-with-nuts/id321575301?i=321791131
SpongeBob SquarePants: Tom Kenny's Top 20,Kids,SpongeBob SquarePants: Tom Kenny's Top 20,13,Single Cell Anniversary,2009,https://itunes.apple.com/us/tv-season/single-cell-anniversary/id321575301?i=321795407
SpongeBob SquarePants: Tom Kenny's Top 20,Kids,SpongeBob SquarePants: Tom Kenny's Top 20,14,Mermaidman and Barnacleboy VI - The Motion Picture,2009,https://itunes.apple.com/us/tv-season/mermaidman-and-barnacleboy-vi-the-motion-picture/id321575301?i=321792411
SpongeBob SquarePants: Tom Kenny's Top 20,Kids,SpongeBob SquarePants: Tom Kenny's Top 20,15,Krusty Krab Training Video,2009,https://itunes.apple.com/us/tv-season/krusty-krab-training-video/id321575301?i=321790416
SpongeBob SquarePants: Tom Kenny's Top 20,Kids,SpongeBob SquarePants: Tom Kenny's Top 20,16,Sailor Mouth,2009,https://itunes.apple.com/us/tv-season/sailor-mouth/id321575301?i=321792994
SpongeBob SquarePants: Tom Kenny's Top 20,Kids,SpongeBob SquarePants: Tom Kenny's Top 20,17,Tea At the Treedome,2009,https://itunes.apple.com/us/tv-season/tea-at-the-treedome/id321575301?i=321788627
SpongeBob SquarePants: Tom Kenny's Top 20,Kids,SpongeBob SquarePants: Tom Kenny's Top 20,18,Squirrel Jokes,2009,https://itunes.apple.com/us/tv-season/squirrel-jokes/id321575301?i=321791117
SpongeBob SquarePants: Tom Kenny's Top 20,Kids,SpongeBob SquarePants: Tom Kenny's Top 20,19,The Card,2009,https://itunes.apple.com/us/tv-season/the-card/id321575301?i=321794008
SpongeBob SquarePants: Tom Kenny's Top 20,Kids,SpongeBob SquarePants: Tom Kenny's Top 20,20,Pizza Delivery,2009,https://itunes.apple.com/us/tv-season/pizza-delivery/id321575301?i=321789517
"Archer, Season 5",Animation,Season 5,1,White Elephant,2014,https://itunes.apple.com/us/tv-season/white-elephant/id780973116?i=795850890
"Archer, Season 5",Animation,Season 5,2,A Kiss While Dying,2014,https://itunes.apple.com/us/tv-season/a-kiss-while-dying/id780973116?i=800968922
"Archer, Season 5",Animation,Season 5,3,A Debt of Honor,2014,https://itunes.apple.com/us/tv-season/a-debt-of-honor/id780973116?i=806647912
"Archer, Season 5",Animation,Season 5,4,House Call,2014,https://itunes.apple.com/us/tv-season/house-call/id780973116?i=811327960
"Archer, Season 5",Animation,Season 5,5,Southbound and Down,2014,https://itunes.apple.com/us/tv-season/southbound-and-down/id780973116?i=826562744
"Archer, Season 5",Animation,Season 5,6,Baby Shower,2014,https://itunes.apple.com/us/tv-season/baby-shower/id780973116?i=832172109
"Archer, Season 5",Animation,Season 5,7,Smugglers' Blues,2014,https://itunes.apple.com/us/tv-season/smugglers-blues/id780973116?i=837336886
"Archer, Season 5",Animation,Season 5,8,The Rules of Extraction,2014,https://itunes.apple.com/us/tv-season/the-rules-of-extraction/id780973116?i=841468939
"Archer, Season 5",Animation,Season 5,9,On the Carpet,2014,https://itunes.apple.com/us/tv-season/on-the-carpet/id780973116?i=846215693
"Archer, Season 5",Animation,Season 5,10,Palace Intrigue: Part I,2014,https://itunes.apple.com/us/tv-season/palace-intrigue-part-i/id780973116?i=851202345
"Archer, Season 5",Animation,Season 5,11,Palace Intrigue: Part II,2014,https://itunes.apple.com/us/tv-season/palace-intrigue-part-ii/id780973116?i=855982606
"Archer, Season 5",Animation,Season 5,12,Filibuster,2014,https://itunes.apple.com/us/tv-season/filibuster/id780973116?i=861518206
"Archer, Season 5",Animation,Season 5,13,Arrival/Departure,2014,https://itunes.apple.com/us/tv-season/arrival-departure/id780973116?i=866657009
"Archer, Season 5",Animation,Season 5,14,Featurette: Danger Zone,2014,https://itunes.apple.com/us/tv-season/featurette-danger-zone/id780973116?i=783716039
"Archer, Season 5",Animation,Season 5,15,Featurette: Conflict Resolution,2014,https://itunes.apple.com/us/tv-season/featurette-conflict-resolution/id780973116?i=783715372
"Archer, Season 5",Animation,Season 5,16,Featurette: Gun Safety,2014,https://itunes.apple.com/us/tv-season/featurette-gun-safety/id780973116?i=784168862
"Archer, Season 5",Animation,Season 5,17,Featurette: Ninjas,2014,https://itunes.apple.com/us/tv-season/featurette-ninjas/id780973116?i=783714422
"South Park, Season 13 (Uncensored)",Comedy,Season 13 (Uncensored),1,The Ring,2009,https://itunes.apple.com/us/tv-season/the-ring/id305430931?i=308256088
"South Park, Season 13 (Uncensored)",Comedy,Season 13 (Uncensored),2,The Coon,2009,https://itunes.apple.com/us/tv-season/the-coon/id305430931?i=309280505
"South Park, Season 13 (Uncensored)",Comedy,Season 13 (Uncensored),3,Margaritaville,2009,https://itunes.apple.com/us/tv-season/margaritaville/id305430931?i=310136561
"South Park, Season 13 (Uncensored)",Comedy,Season 13 (Uncensored),4,"Eat, Pray, Queef",2009,https://itunes.apple.com/us/tv-season/eat-pray-queef/id305430931?i=311106415
"South Park, Season 13 (Uncensored)",Comedy,Season 13 (Uncensored),5,Fishsticks,2009,https://itunes.apple.com/us/tv-season/fishsticks/id305430931?i=312027482
"South Park, Season 13 (Uncensored)",Comedy,Season 13 (Uncensored),6,Pinewood Derby,2009,https://itunes.apple.com/us/tv-season/pinewood-derby/id305430931?i=312864451
"South Park, Season 13 (Uncensored)",Comedy,Season 13 (Uncensored),7,Fatbeard,2009,https://itunes.apple.com/us/tv-season/fatbeard/id305430931?i=313817529
"South Park, Season 13 (Uncensored)",Comedy,Season 13 (Uncensored),8,Dead Celebrities,2009,https://itunes.apple.com/us/tv-season/dead-celebrities/id305430931?i=335287020
"South Park, Season 13 (Uncensored)",Comedy,Season 13 (Uncensored),9,Butters' Bottom Bitch,2009,https://itunes.apple.com/us/tv-season/butters-bottom-bitch/id305430931?i=336285928
"South Park, Season 13 (Uncensored)",Comedy,Season 13 (Uncensored),10,W.T.F.,2009,https://itunes.apple.com/us/tv-season/w-t-f/id305430931?i=337232367
"South Park, Season 13 (Uncensored)",Comedy,Season 13 (Uncensored),11,Whale Whores,2009,https://itunes.apple.com/us/tv-season/whale-whores/id305430931?i=338196594
"South Park, Season 13 (Uncensored)",Comedy,Season 13 (Uncensored),12,The F Word,2009,https://itunes.apple.com/us/tv-season/the-f-word/id305430931?i=339136852
"South Park, Season 13 (Uncensored)",Comedy,Season 13 (Uncensored),13,Dances With Smurfs,2009,https://itunes.apple.com/us/tv-season/dances-with-smurfs/id305430931?i=340346620
"South Park, Season 13 (Uncensored)",Comedy,Season 13 (Uncensored),14,Pee,2009,https://itunes.apple.com/us/tv-season/pee/id305430931?i=341741175
"Family Guy, Season 2",Comedy,Season 2,1,"Peter, Peter, Caviar Eater",1999,https://itunes.apple.com/us/tv-season/peter-peter-caviar-eater/id268501669?i=268523849
"Family Guy, Season 2",Comedy,Season 2,2,Holy Crap!,1999,https://itunes.apple.com/us/tv-season/holy-crap/id268501669?i=268527504
"Family Guy, Season 2",Comedy,Season 2,3,Da Boom!,1999,https://itunes.apple.com/us/tv-season/da-boom/id268501669?i=268534975
"Family Guy, Season 2",Comedy,Season 2,4,Brian In Love,1999,https://itunes.apple.com/us/tv-season/brian-in-love/id268501669?i=268532191
"Family Guy, Season 2",Comedy,Season 2,5,Love Thy Trophy,1999,https://itunes.apple.com/us/tv-season/love-thy-trophy/id268501669?i=268528938
"Family Guy, Season 2",Comedy,Season 2,6,Death Is a Bitch,1999,https://itunes.apple.com/us/tv-season/death-is-a-bitch/id268501669?i=268530088
"Family Guy, Season 2",Comedy,Season 2,7,The King Is Dead,1999,https://itunes.apple.com/us/tv-season/the-king-is-dead/id268501669?i=268531004
"Family Guy, Season 2",Comedy,Season 2,8,"I Am Peter, Hear Me Roar",1999,https://itunes.apple.com/us/tv-season/i-am-peter-hear-me-roar/id268501669?i=268532771
"Family Guy, Season 2",Comedy,Season 2,9,If I'm Dyin' I'm Lyin',1999,https://itunes.apple.com/us/tv-season/if-im-dyin-im-lyin/id268501669?i=268527758
"Family Guy, Season 2",Comedy,Season 2,10,Running Mates,1999,https://itunes.apple.com/us/tv-season/running-mates/id268501669?i=268525000
"Family Guy, Season 2",Comedy,Season 2,11,"A Picture Is Worth 1,000 Bucks",1999,https://itunes.apple.com/us/tv-season/a-picture-is-worth-1-000-bucks/id268501669?i=268536276
"Family Guy, Season 2",Comedy,Season 2,12,Fifteen Minutes of Shame,1999,https://itunes.apple.com/us/tv-season/fifteen-minutes-of-shame/id268501669?i=268537402
"Family Guy, Season 2",Comedy,Season 2,13,Road to Rhode Island,1999,https://itunes.apple.com/us/tv-season/road-to-rhode-island/id268501669?i=268539816
"Family Guy, Season 2",Comedy,Season 2,14,Let's Go to the Hop,1999,https://itunes.apple.com/us/tv-season/lets-go-to-the-hop/id268501669?i=268534040
"Family Guy, Season 2",Comedy,Season 2,15,Dammit Janet,1999,https://itunes.apple.com/us/tv-season/dammit-janet/id268501669?i=268538299
"Family Guy, Season 2",Comedy,Season 2,16,There's Something About Paulie,1999,https://itunes.apple.com/us/tv-season/theres-something-about-paulie/id268501669?i=268526335
"Family Guy, Season 2",Comedy,Season 2,17,He's Too Sexy for His Fat,1999,https://itunes.apple.com/us/tv-season/hes-too-sexy-for-his-fat/id268501669?i=268539209
"Family Guy, Season 2",Comedy,Season 2,18,E. Peterbus Unum,1999,https://itunes.apple.com/us/tv-season/e-peterbus-unum/id268501669?i=268540706
"Family Guy, Season 2",Comedy,Season 2,19,The Story On Page 1,1999,https://itunes.apple.com/us/tv-season/the-story-on-page-1/id268501669?i=268541123
"Family Guy, Season 2",Comedy,Season 2,20,Wasted Talent,1999,https://itunes.apple.com/us/tv-season/wasted-talent/id268501669?i=268542192
"Family Guy, Season 2",Comedy,Season 2,21,"Fore, Father",1999,https://itunes.apple.com/us/tv-season/fore-father/id268501669?i=268543136
"Family Guy, Season 1",Comedy,Season 1,1,Death Has a Shadow,1999,https://itunes.apple.com/us/tv-season/death-has-a-shadow/id268501446?i=268515531
"Family Guy, Season 1",Comedy,Season 1,2,I Never Met the Dead Man,1999,https://itunes.apple.com/us/tv-season/i-never-met-the-dead-man/id268501446?i=268515534
"Family Guy, Season 1",Comedy,Season 1,3,Chitty Chitty Death Bang,1999,https://itunes.apple.com/us/tv-season/chitty-chitty-death-bang/id268501446?i=268519255
"Family Guy, Season 1",Comedy,Season 1,4,Mind Over Murder,1999,https://itunes.apple.com/us/tv-season/mind-over-murder/id268501446?i=268517445
"Family Guy, Season 1",Comedy,Season 1,5,A Hero Sits Next Door,1999,https://itunes.apple.com/us/tv-season/a-hero-sits-next-door/id268501446?i=268519413
"Family Guy, Season 1",Comedy,Season 1,6,The Son Also Draws,1999,https://itunes.apple.com/us/tv-season/the-son-also-draws/id268501446?i=268521321
"Family Guy, Season 1",Comedy,Season 1,7,Brian: Portrait of a Dog,1999,https://itunes.apple.com/us/tv-season/brian-portrait-of-a-dog/id268501446?i=268522671
"Archer, Season 4",Animation,Season 4,1,Fugue and Riffs,2013,https://itunes.apple.com/us/tv-season/fugue-and-riffs/id589642485?i=594414738
"Archer, Season 4",Animation,Season 4,2,The Wind Cries Mary,2013,https://itunes.apple.com/us/tv-season/the-wind-cries-mary/id589642485?i=596161536
"Archer, Season 4",Animation,Season 4,3,Legs,2013,https://itunes.apple.com/us/tv-season/legs/id589642485?i=598530478
"Archer, Season 4",Animation,Season 4,4,Midnight Ron,2013,https://itunes.apple.com/us/tv-season/midnight-ron/id589642485?i=600793870
"Archer, Season 4",Animation,Season 4,5,Viscous Coupling,2013,https://itunes.apple.com/us/tv-season/viscous-coupling/id589642485?i=603180719
"Archer, Season 4",Animation,Season 4,6,Once Bitten,2013,https://itunes.apple.com/us/tv-season/once-bitten/id589642485?i=605615387
"Archer, Season 4",Animation,Season 4,7,Live and Let Dine,2013,https://itunes.apple.com/us/tv-season/live-and-let-dine/id589642485?i=609056795
"Archer, Season 4",Animation,Season 4,8,Coyote Lovely,2013,https://itunes.apple.com/us/tv-season/coyote-lovely/id589642485?i=613504412
"Archer, Season 4",Animation,Season 4,9,The Honeymooners,2013,https://itunes.apple.com/us/tv-season/the-honeymooners/id589642485?i=619336041
"Archer, Season 4",Animation,Season 4,10,Un Chien Tangerine,2013,https://itunes.apple.com/us/tv-season/un-chien-tangerine/id589642485?i=623567209
"Archer, Season 4",Animation,Season 4,11,The Papal Chase,2013,https://itunes.apple.com/us/tv-season/the-papal-chase/id589642485?i=626472892
"Archer, Season 4",Animation,Season 4,12,"Sea Tunt, Pt. 1",2013,https://itunes.apple.com/us/tv-season/sea-tunt-pt-1/id589642485?i=631840105
"Archer, Season 4",Animation,Season 4,13,"Sea Tunt, Pt. 2",2013,https://itunes.apple.com/us/tv-season/sea-tunt-pt-2/id589642485?i=633737947
"Bugs Bunny, Vol. 1",Animation,Vol. 1,1,"Acrobatty Bunny / What's Up, Doc?",2007,https://itunes.apple.com/us/tv-season/acrobatty-bunny-whats-up-doc/id268945333?i=269113993
"Bugs Bunny, Vol. 1",Animation,Vol. 1,2,French Rarebit / Gorilla My Dreams,2007,https://itunes.apple.com/us/tv-season/french-rarebit-gorilla-my-dreams/id268945333?i=269116853
"Bugs Bunny, Vol. 1",Animation,Vol. 1,3,Hare Conditioned / Hare Do,2007,https://itunes.apple.com/us/tv-season/hare-conditioned-hare-do/id268945333?i=269117396
"Bugs Bunny, Vol. 1",Animation,Vol. 1,4,A Hare Grows In Manhattan / Hare Tonic,2007,https://itunes.apple.com/us/tv-season/a-hare-grows-in-manhattan-hare-tonic/id268945333?i=269116717
"Bugs Bunny, Vol. 1",Animation,Vol. 1,5,Hillbilly Hare / Long-Haired Hare,2007,https://itunes.apple.com/us/tv-season/hillbilly-hare-long-haired-hare/id268945333?i=269117365
"Bugs Bunny, Vol. 1",Animation,Vol. 1,6,The Rabbit of Seville / Rabbit Seasoning,2007,https://itunes.apple.com/us/tv-season/the-rabbit-of-seville-rabbit-seasoning/id268945333?i=269118662
"Bugs Bunny, Vol. 1",Animation,Vol. 1,7,"Bugs Bunny Gets the Boid / What's Opera, Doc?",2007,https://itunes.apple.com/us/tv-season/bugs-bunny-gets-the-boid-whats-opera-doc/id268945333?i=269113463
"Bugs Bunny, Vol. 1",Animation,Vol. 1,8,Easter Yeggs / Wabbit Twouble,2007,https://itunes.apple.com/us/tv-season/easter-yeggs-wabbit-twouble/id268945333?i=269113997
"Bugs Bunny, Vol. 1",Animation,Vol. 1,9,Bugs Bunny & the Three Bears / Bugs Bunny Rides Again,2007,https://itunes.apple.com/us/tv-season/bugs-bunny-the-three-bears-bugs-bunny-rides-again/id268945333?i=269114847
"Bugs Bunny, Vol. 1",Animation,Vol. 1,10,Baseball Bugs / Show Biz Bugs,2007,https://itunes.apple.com/us/tv-season/baseball-bugs-show-biz-bugs/id268945333?i=269115011
"The Legend of Korra, Book 1: Air",Kids,Book 1: Air,1,Welcome to Republic City / A Leaf in the Wind,2012,https://itunes.apple.com/us/tv-season/welcome-to-republic-city-a-leaf-in-the-wind/id511441792?i=514756458
"The Legend of Korra, Book 1: Air",Kids,Book 1: Air,2,The Revelation,2012,https://itunes.apple.com/us/tv-season/the-revelation/id511441792?i=520432839
"The Legend of Korra, Book 1: Air",Kids,Book 1: Air,3,The Voice in the Night,2012,https://itunes.apple.com/us/tv-season/the-voice-in-the-night/id511441792?i=522262963
"The Legend of Korra, Book 1: Air",Kids,Book 1: Air,4,The Spirit of Competition,2012,https://itunes.apple.com/us/tv-season/the-spirit-of-competition/id511441792?i=524003979
"The Legend of Korra, Book 1: Air",Kids,Book 1: Air,5,And the Winner Is…,2012,https://itunes.apple.com/us/tv-season/and-the-winner-is/id511441792?i=526697988
"The Legend of Korra, Book 1: Air",Kids,Book 1: Air,6,The Aftermath,2012,https://itunes.apple.com/us/tv-season/the-aftermath/id511441792?i=527779437
"The Legend of Korra, Book 1: Air",Kids,Book 1: Air,7,When Extremes Meet,2012,https://itunes.apple.com/us/tv-season/when-extremes-meet/id511441792?i=531576006
"The Legend of Korra, Book 1: Air",Kids,Book 1: Air,8,Out of the Past,2012,https://itunes.apple.com/us/tv-season/out-of-the-past/id511441792?i=533681943
"The Legend of Korra, Book 1: Air",Kids,Book 1: Air,9,Turning the Tides,2012,https://itunes.apple.com/us/tv-season/turning-the-tides/id511441792?i=536042713
"The Legend of Korra, Book 1: Air",Kids,Book 1: Air,10,Skeletons in the Closet,2012,https://itunes.apple.com/us/tv-season/skeletons-in-the-closet/id511441792?i=538211502
"The Legend of Korra, Book 1: Air",Kids,Book 1: Air,11,Endgame,2012,https://itunes.apple.com/us/tv-season/endgame/id511441792?i=538591971
"Schoolhouse Rock, Vol. 1",Kids,Vol. 1,1,The Shot Heard 'Round the World,2006,https://itunes.apple.com/us/tv-season/the-shot-heard-round-the-world/id123015257?i=122580600
"Schoolhouse Rock, Vol. 1",Kids,Vol. 1,2,"A Noun Is a Person, Place or Thing",2006,https://itunes.apple.com/us/tv-season/a-noun-is-a-person-place-or-thing/id123015257?i=122580582
"Schoolhouse Rock, Vol. 1",Kids,Vol. 1,3,Interplanet Janet,2006,https://itunes.apple.com/us/tv-season/interplanet-janet/id123015257?i=122580543
"Schoolhouse Rock, Vol. 1",Kids,Vol. 1,4,Three Is a Magic Number,2006,https://itunes.apple.com/us/tv-season/three-is-a-magic-number/id123015257?i=122580449
"Schoolhouse Rock, Vol. 1",Kids,Vol. 1,5,The Preamble,2006,https://itunes.apple.com/us/tv-season/the-preamble/id123015257?i=122580426
"Schoolhouse Rock, Vol. 1",Kids,Vol. 1,6,Interjections,2006,https://itunes.apple.com/us/tv-season/interjections/id123015257?i=122580404
"Schoolhouse Rock, Vol. 1",Kids,Vol. 1,7,"Electricity, Electricity",2006,https://itunes.apple.com/us/tv-season/electricity-electricity/id123015257?i=122580281
"Schoolhouse Rock, Vol. 1",Kids,Vol. 1,8,"Lolly, Lolly, Lolly Get Your Adverbs Here",2006,https://itunes.apple.com/us/tv-season/lolly-lolly-lolly-get-your-adverbs-here/id123015257?i=122580251
"Schoolhouse Rock, Vol. 1",Kids,Vol. 1,9,I'm Just a Bill,2006,https://itunes.apple.com/us/tv-season/im-just-a-bill/id123015257?i=122580249
"Schoolhouse Rock, Vol. 1",Kids,Vol. 1,10,Conjunction Junction,2006,https://itunes.apple.com/us/tv-season/conjunction-junction/id123015257?i=122580244
"Schoolhouse Rock, Vol. 1",Kids,Vol. 1,11,Verb: That's What's Happening,2006,https://itunes.apple.com/us/tv-season/verb-thats-whats-happening/id123015257?i=122580899
"Star Wars Rebels, Season 1",Kids,Season 1,1,Droids in Distress,2014,https://itunes.apple.com/us/tv-season/droids-in-distress/id920938545?i=922684485
"Star Wars Rebels, Season 1",Kids,Season 1,2,Fighter Flight,2014,https://itunes.apple.com/us/tv-season/fighter-flight/id920938545?i=929216190
"Star Wars Rebels, Season 1",Kids,Season 1,3,Rise of the Old Masters,2014,https://itunes.apple.com/us/tv-season/rise-of-the-old-masters/id920938545?i=931173932
"Star Wars Rebels, Season 1",Kids,Season 1,4,Breaking Ranks,2014,https://itunes.apple.com/us/tv-season/breaking-ranks/id920938545?i=933457903
"Star Wars Rebels, Season 1",Kids,Season 1,5,Out of Darkness,2014,https://itunes.apple.com/us/tv-season/out-of-darkness/id920938545?i=936035543
"Star Wars Rebels, Season 1",Kids,Season 1,6,Empire Day,2014,https://itunes.apple.com/us/tv-season/empire-day/id920938545?i=939816086
"Star Wars Rebels, Season 1",Kids,Season 1,7,Gathering Forces,2014,https://itunes.apple.com/us/tv-season/gathering-forces/id920938545?i=942076588
"Star Wars Rebels, Season 1",Kids,Season 1,8,Path of the Jedi,2014,https://itunes.apple.com/us/tv-season/path-of-the-jedi/id920938545?i=953322168
"Star Wars Rebels, Season 1",Kids,Season 1,9,Idiot's Array,2014,https://itunes.apple.com/us/tv-season/idiots-array/id920938545?i=956913104
"Star Wars Rebels, Season 1",Kids,Season 1,10,Vision of Hope,2014,https://itunes.apple.com/us/tv-season/vision-of-hope/id920938545?i=960856487
"Star Wars Rebels, Season 1",Kids,Season 1,11,Call to Action,2014,https://itunes.apple.com/us/tv-season/call-to-action/id920938545?i=962678478
"Star Wars Rebels, Season 1",Kids,Season 1,12,Rebel Resolve,2014,https://itunes.apple.com/us/tv-season/rebel-resolve/id920938545?i=967181659
